TRACK_ID,Timestamp,X,Y,V,YAW
ego,0.0,1398.2060156889004,967.0351546493985,40.10244090664878,138.34508353479032
ego,0.1,1395.1904376707196,969.6787028110512,28.80648498213222,138.7707702634852
ego,0.2,1393.021051005696,971.5739329469124,19.896769303247435,138.84544400694313
ego,0.30000000000000004,1391.5221644322355,972.8824257160808,17.790836474353267,138.86841909355348
ego,0.4,1390.1818243603193,974.0523090932545,20.91677925572507,138.8759763266395
ego,0.5,1388.6059452717334,975.4277078145295,24.78460260195145,138.87987991933562
ego,0.6000000000000001,1386.7386316435868,977.05740259439,24.872051956932093,138.88390317908033
ego,0.7000000000000001,1384.864630644569,978.6927343470211,25.208945454217172,138.88825666888158
ego,0.8,1382.9652136980353,980.3501795413964,18.991335715287168,138.89076514110968
ego,0.9,1381.534237472971,981.5987849097206,17.562965909328437,138.89246735992413
ego,1.0,1380.2108789907452,982.7534710328049,25.210054383250572,138.89310096209897
ego,1.1,1378.3113168379925,984.410918482317,36.63862581173605,138.89342348926527
ego,1.2000000000000002,1375.5506068347465,986.8197292452666,44.261887959920486,138.8941431386258
ego,1.3,1372.215465217971,989.7297082235099,48.056014502189385,138.89469314299697
ego,1.4000000000000001,1368.594424446628,992.8891178250996,48.056014502189385,138.89486409860837
vehicle_1,0.0,1417.0720000000001,970.09,0.41036569057515226,50.32799999844252
vehicle_1,0.1,1417.0439999999999,970.12,0.41436698710154307,50.32799999844252
vehicle_1,0.2,1417.03,970.081,0.4049691346260757,50.32799999844252
vehicle_1,0.30000000000000004,1417.016,970.043,0.41436698710261305,50.32799999844252
vehicle_1,0.4,1417.0020000000002,970.0039999999999,0.0,50.32799999844252
vehicle_1,0.5,1417.0020000000002,970.0039999999999,0.0,50.32799999844252
vehicle_1,0.6000000000000001,1417.0020000000002,970.0039999999999,0.0,50.32799999844252
vehicle_1,0.7000000000000001,1417.0020000000002,970.0039999999999,0.0,50.32799999844252
vehicle_1,0.8,1417.0020000000002,970.0039999999999,0.0,50.32799999844252
vehicle_1,0.9,1417.0020000000002,970.0039999999999,0.0,0.0
vehicle_1,1.0,1417.0020000000002,970.0039999999999,0.0,0.0
vehicle_1,1.1,1417.0020000000002,970.0039999999999,0.0,0.0
vehicle_1,1.2000000000000002,1417.0020000000002,970.0039999999999,0.0,0.0
vehicle_1,1.3,1417.0020000000002,970.0039999999999,0.0,0.0
vehicle_1,1.4000000000000001,1417.0020000000002,970.0039999999999,0.0,0.0
vehicle_2,0.0,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.1,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.2,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.30000000000000004,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.4,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.5,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.6000000000000001,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.7000000000000001,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.8,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,0.9,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,1.0,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,1.1,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,1.2000000000000002,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,1.3,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_2,1.4000000000000001,1442.04,854.8919999999999,0.0,133.71399999881402
vehicle_3,0.0,1385.0420000000001,960.7130000000001,72.24058277727202,-42.83100000043427
vehicle_3,0.1,1390.375,955.84,73.09690622728156,-42.83100000043427
vehicle_3,0.2,1395.771,950.909,73.09016076053098,-42.83100000043427
vehicle_3,0.30000000000000004,1401.1670000000001,945.9789999999999,65.33768055264629,-42.83100000043427
vehicle_3,0.4,1405.906,941.4810000000001,68.79509648223515,-42.83100000043427
vehicle_3,0.5,1411.0729999999999,936.939,72.63308474793024,-42.83100000043427
vehicle_3,0.6000000000000001,1416.406,932.008,0.0,-42.83100000043427
vehicle_3,0.7000000000000001,1416.406,932.008,0.0,0.0
vehicle_3,0.8,1416.406,932.008,0.0,0.0
vehicle_3,0.9,1416.406,932.008,0.0,0.0
vehicle_3,1.0,1416.406,932.008,0.0,0.0
vehicle_3,1.1,1416.406,932.008,0.0,0.0
vehicle_3,1.2000000000000002,1416.406,932.008,0.0,0.0
vehicle_3,1.3,1416.406,932.008,0.0,0.0
vehicle_3,1.4000000000000001,1416.406,932.008,0.0,0.0
vehicle_4,0.0,1419.556,898.52,0.0,28.65799999943033
vehicle_4,0.1,1419.556,898.52,0.0,0.0
vehicle_4,0.2,1419.556,898.52,0.0,0.0
vehicle_4,0.30000000000000004,1419.556,898.52,0.0,0.0
vehicle_4,0.4,1419.556,898.52,0.0,0.0
vehicle_4,0.5,1419.556,898.52,0.0,0.0
vehicle_4,0.6000000000000001,1419.556,898.52,0.0,0.0
vehicle_4,0.7000000000000001,1419.556,898.52,0.0,0.0
vehicle_4,0.8,1419.556,898.52,0.0,0.0
