TRACK_ID,TIMESTAMP,V,X,Y,YAW
125e110af8c04d108fa5c1b1d789f926,1535656755399930,17.031660079956055,923.27197265625,367.0350036621094,-134.16400146484375
125e110af8c04d108fa5c1b1d789f926,1535656755899248,17.031660079956055,920.9199829101562,364.5710144042969,-134.16400146484375
125e110af8c04d108fa5c1b1d789f926,1535656756399117,18.574480056762695,918.4390258789062,361.8059997558594,-133.76400756835938
125e110af8c04d108fa5c1b1d789f926,1535656756898998,18.581783294677734,915.9569702148438,359.0400085449219,-133.36399841308594
125e110af8c04d108fa5c1b1d789f926,1535656757398866,18.578227996826172,913.4760131835938,356.27398681640625,-132.96400451660156
125e110af8c04d108fa5c1b1d789f926,1535656757898759,18.578319549560547,910.9949951171875,353.50799560546875,-132.56399536132812
125e110af8c04d108fa5c1b1d789f926,1535656758398625,18.57457160949707,908.5139770507812,350.7430114746094,-132.16400146484375
125e110af8c04d108fa5c1b1d789f926,1535656758948265,16.125289916992188,906.35302734375,348.3489990234375,-132.16400146484375
125e110af8c04d108fa5c1b1d789f926,1535656759448712,14.531173706054688,904.4043579101562,346.19287109375,-132.10623168945312
125e110af8c04d108fa5c1b1d789f926,1535656759898250,13.531421661376953,902.5964965820312,344.17901611328125,-131.91464233398438
125e110af8c04d108fa5c1b1d789f926,1535656760398691,12.378684043884277,900.9466552734375,342.3331298828125,-131.7903289794922
125e110af8c04d108fa5c1b1d789f926,1535656760898568,8.402475357055664,899.8616943359375,341.0498046875,-130.21173095703125
125e110af8c04d108fa5c1b1d789f926,1535656761448763,9.685370445251465,900.7181396484375,342.7872619628906,63.75980758666992
125e110af8c04d108fa5c1b1d789f926,1535656761948634,9.93945026397705,900.1526489257812,340.8815002441406,-106.52667236328125
125e110af8c04d108fa5c1b1d789f926,1535656762449084,6.7827935218811035,900.4244995117188,342.2105407714844,78.43984985351562
125e110af8c04d108fa5c1b1d789f926,1535656762948922,4.586604118347168,901.1153564453125,341.6070556640625,-41.138084411621094
125e110af8c04d108fa5c1b1d789f926,1535656763448805,5.850092887878418,901.1781005859375,340.438720703125,-86.92554473876953
265dd4daafb9451abd4b0cf3c7bc6115,1535656755399930,0.0,916.4829711914062,365.20098876953125,0.0
265dd4daafb9451abd4b0cf3c7bc6115,1535656755899248,0.0,916.4829711914062,365.20098876953125,0.0
265dd4daafb9451abd4b0cf3c7bc6115,1535656756399117,0.0,916.4829711914062,365.20098876953125,-133.30799865722656
265dd4daafb9451abd4b0cf3c7bc6115,1535656756898998,0.03880055248737335,916.47802734375,365.19500732421875,-133.30799865722656
265dd4daafb9451abd4b0cf3c7bc6115,1535656757398866,0.03923022747039795,916.4719848632812,365.19000244140625,-133.30799865722656
